40.500     0.086727
40.500     0.094394
40.500     0.084375
25.770     0.135775
40.500     0.084570
40.500     0.084548
25.767     0.139046
40.500     0.096632
33.019     0.111781
40.500     0.084344
40.500     0.095855
30.364     0.116114
40.500     0.088917
24.217     0.126145
25.767     0.139046
40.500     0.092202
40.500     0.084620
33.802     0.110504
38.844     0.102275
34.950     0.108630
40.500     0.084338
40.500     0.084449
28.656     0.118902
40.500     0.084391
40.500     0.084596
40.500     0.085998
40.500     0.084554
36.083     0.106781
36.083     0.106781
36.083     0.106781
40.500     0.084356
40.500     0.084513
40.500     0.098496
40.500     0.087457
40.500     0.093298
30.364     0.116114
26.984     0.121630
40.500     0.091107
40.500     0.084610
40.500     0.084249
35.524     0.107694
40.500     0.084511
40.500     0.084477
35.354     0.107972
40.500     0.084234
25.710     0.123709
32.235     0.113062
40.500     0.084549
40.500     0.084306
40.500     0.084549
40.500     0.086363
40.500     0.095855
40.500     0.084325
40.500     0.084587
40.500     0.084618
40.500     0.084509
25.169     0.124593
40.500     0.084347
40.426     0.099694
40.500     0.084275
36.858     0.105517
23.791     0.126841
40.500     0.084449
40.500     0.084482
40.500     0.084570
40.500     0.084325
40.500     0.084239
40.500     0.084294
19.649     0.133600
40.500     0.084343
40.500     0.084401
26.561     0.122320
36.858     0.105517
40.500     0.084234
34.238     0.109792
40.500     0.084401
40.500     0.084344
19.649     0.133600
40.500     0.084477
40.500     0.084620
40.500     0.084382
33.587     0.110855
38.483     0.102865
40.500     0.085998
40.500     0.084509
40.500     0.084548
40.500     0.084297
40.500     0.084239
37.792     0.103993
40.500     0.084416
40.500     0.084401
40.500     0.090012
33.219     0.111455
31.019     0.115045
40.426     0.099694
40.500     0.084239
37.792     0.103993
40.500     0.084388
37.201     0.104958
40.500     0.084386
40.500     0.084415
20.310     0.132521
28.040     0.119907
40.500     0.084578
40.500     0.089647
26.744     0.122021
40.500     0.084514
40.500     0.098877
40.500     0.084382
40.500     0.086727
40.500     0.090742
37.037     0.105224
40.500     0.084482
40.500     0.093298
40.500     0.095490
40.500     0.084274
40.500     0.084449
40.500     0.084326
40.500     0.084344
40.500     0.084587
40.500     0.095490
40.500     0.084437
40.500     0.084344
40.500     0.084578
40.500     0.084509
40.500     0.092568
40.500     0.095490
40.500     0.084386
36.431     0.106213
39.614     0.101019
32.067     0.113335
40.500     0.084356
40.500     0.084585
28.478     0.119191
40.500     0.084288
25.978     0.123271
24.627     0.125476
40.500     0.095855
40.500     0.096632
32.823     0.112101
40.426     0.099694
40.500     0.084440
40.500     0.084437
40.500     0.084444
40.500     0.084239
40.500     0.084288
40.500     0.098877
40.500     0.084587
39.614     0.101019
40.500     0.084265
40.500     0.084306
40.500     0.084382
36.431     0.106213
40.500     0.084382
40.500     0.084554
25.801     0.137399
40.500     0.085998
40.500     0.084415
37.201     0.104958
40.500     0.084626
40.500     0.084386
40.500     0.084325
24.553     0.125596
40.500     0.088187
40.500     0.084541
40.500     0.084234
39.123     0.101821
40.500     0.084347
40.500     0.084554
40.500     0.084539
40.500     0.087092
39.869     0.100603
40.500     0.087092
40.500     0.089282
40.500     0.084338
40.500     0.097276
29.697     0.117203
40.500     0.098496
40.500     0.088552
40.500     0.084548
40.500     0.084541
36.083     0.106781
8.347     0.108727 
5.786     0.103826 
7.000     0.106247 
5.786     0.103826 
9.073     0.109990 
9.826     0.111269 
7.659     0.107479 
11.433     0.113875
9.073     0.109990 
6.376     0.105029 
8.347     0.108727 
7.000     0.106247 
5.786     0.103826 
7.000     0.106247 
5.786     0.103826 
6.376     0.105029 
10.617     0.112564
7.659     0.107479 
10.617     0.112564
9.826     0.111269 
11.433     0.113875
6.376     0.105029 
6.376     0.105029 
8.347     0.108727 
6.376     0.105029 
9.073     0.109990 
9.073     0.109990 
7.659     0.107479 
8.347     0.108727 
9.073     0.109990 
10.617     0.112564
5.786     0.103826 
6.376     0.105029 
10.617     0.112564
9.826     0.111269 
8.347     0.108727 
7.659     0.107479 
6.376     0.105029 
7.659     0.107479 
7.000     0.106247 
7.000     0.106247 
7.000     0.106247 
5.786     0.103826 
6.376     0.105029 
10.617     0.112564
7.000     0.106247 
8.347     0.108727 
8.347     0.108727 
11.433     0.113875
7.000     0.106247 
10.617     0.112564
5.786     0.103826 
10.617     0.112564
10.617     0.112564
5.786     0.103826 
8.347     0.108727 
5.786     0.103826 
8.347     0.108727 
7.000     0.106247 
8.347     0.108727 
7.000     0.106247 
6.376     0.105029 
7.659     0.107479 
8.347     0.108727 
9.073     0.109990 
7.000     0.106247 
9.826     0.111269 
9.826     0.111269 
5.786     0.103826 
5.786     0.103826 
7.000     0.106247 
5.786     0.103826 
9.826     0.111269 
7.000     0.106247 
9.826     0.111269 
7.000     0.106247 
5.786     0.103826 
5.786     0.103826 
5.786     0.103826 
10.617     0.112564
9.826     0.111269 
6.376     0.105029 
8.347     0.108727 
5.786     0.103826 
11.433     0.113875
8.347     0.108727 
6.376     0.105029 
8.347     0.108727 
10.617     0.112564
10.617     0.112564
7.000     0.106247 
7.659     0.107479 
9.073     0.109990 
8.347     0.108727 
10.617     0.112564
7.659     0.107479 
7.659     0.107479 
10.617     0.112564
9.826     0.111269 
7.659     0.107479 
9.073     0.109990 
5.786     0.103826 
5.786     0.103826 
7.000     0.106247 
11.433     0.113875
6.376     0.105029 
10.617     0.112564
6.376     0.105029 
10.617     0.112564
8.347     0.108727 
8.347     0.108727 
9.826     0.111269 
9.073     0.109990 
5.786     0.103826 
9.073     0.109990 
7.659     0.107479 
11.433     0.113875
6.376     0.105029 
5.786     0.103826 
6.376     0.105029 
7.659     0.107479 
9.073     0.109990 
10.617     0.112564
5.786     0.103826 
5.786     0.103826 
5.786     0.103826 
11.433     0.113875
6.376     0.105029 
6.376     0.105029 
9.073     0.109990 
8.347     0.108727 
5.786     0.103826 
5.786     0.103826 
8.347     0.108727 
7.000     0.106247 
5.786     0.103826 
6.376     0.105029 
10.617     0.112564
11.433     0.113875
7.000     0.106247 
10.617     0.112564
8.347     0.108727 
11.433     0.113875
10.617     0.112564
9.073     0.109990 
5.786     0.103826 
6.376     0.105029 
7.000     0.106247 
9.073     0.109990 
8.347     0.108727 
9.826     0.111269 
7.000     0.106247 
8.347     0.108727 
11.433     0.113875
6.376     0.105029 
7.659     0.107479 
8.347     0.108727 
7.000     0.106247 
7.000     0.106247 
9.073     0.109990 
11.433     0.113875
11.433     0.113875
7.000     0.106247 
7.000     0.106247 
7.000     0.106247 
5.786     0.103826 
6.376     0.105029 
10.617     0.112564
11.433     0.113875
9.073     0.109990 
9.073     0.109990 
6.376     0.105029 
10.617     0.112564
10.617     0.112564
6.376     0.105029 
7.659     0.107479 
8.347     0.108727 
11.433     0.113875
9.073     0.109990 
7.659     0.107479 
5.786     0.103826 
9.826     0.111269
